id,X,Y,Population,Elevation,Weight,clusters
"1",211972.117399999988265,8527612.882999999448657,"2",415.759002699999996,3.240795288146238,"9"
"2",212079.966699999989942,8528943.857999999076128,"0",392.740997300000004,4.766238595890526,"9"
"3",212086.277899999986403,8529971.024000000208616,"0",384.544006300000035,6.018459987442312,"9"
"4",213178.058000000019092,8522629.525000000372529,"11",467.994995100000040,7.037597828914055,"9"
"5",213144.460200000001350,8523473.016000000759959,"9",456.089996300000053,7.087139402442556,"9"
"6",212950.875000000000000,8524457.245999999344349,"6",441.585998500000017,9.029452392124741,"9"
"7",212849.879400000005262,8525421.162999998778105,"2",438.454009999999982,7.019193517715950,"9"
"8",212851.058300000004238,8526398.554999999701977,"8",427.855987500000026,7.036654777382846,"9"
"9",212697.264399999985471,8527377.587999999523163,"5",481.071014399999967,4.663527138014085,"9"
"10",212654.100700000009965,8528353.754000000655651,"5",409.779998799999987,1.000000000000000,"9"
"11",212639.071100000001024,8529332.053999999538064,"0",393.601989699999990,1.000000000000000,"9"
"12",212613.686799999995856,8530310.875000000000000,"0",387.304992699999957,4.143256679239197,"9"
"13",212910.339799999987008,8530893.173000000417233,"0",379.425994899999978,4.665665908843353,"9"
"14",214373.257899999996880,8518097.595000000670552,"0",937.557983399999898,6.452718292025887,"9"
"15",214410.820700000011129,8520999.614000000059605,"0",508.609985399999914,9.101018938535070,"9"
"16",214087.742800000007264,8521612.542999999597669,"0",530.864990199999966,9.213449351491141,"9"
"17",213880.468599999992875,8522486.221000000834465,"0",598.138000499999976,9.268499506973303,"9"
"18",213837.098700000002282,8523461.216000000014901,"0",580.619995099999983,7.403041419429342,"9"
"19",213803.527299999987008,8524446.365000000223517,"0",460.278991699999949,9.033017016907262,"9"
"20",213769.962599999998929,8525431.510999999940395,"4",448.097991899999954,7.044432742567331,"9"
"21",213736.404700000013690,8526416.654999999329448,"8",434.957000700000037,7.050560067610809,"9"
"22",213702.853600000002189,8527401.796000000089407,"0",429.864990199999966,7.061156622119430,"9"
"23",213669.309199999988778,8528386.934000000357628,"0",398.634002699999996,7.022895336189314,"9"
"24",213635.771600000007311,8529372.070000000298023,"0",408.878997800000036,6.345531379770822,"9"
"25",213602.240699999994831,8530357.203999999910593,"0",413.921997100000056,3.860159162581532,"9"
"26",213638.761700000002747,8531293.422000000253320,"12",391.213012699999979,3.050111653454765,"9"
"27",215245.665899999992689,8518355.269999999552965,"0",935.333984400000077,1.000000000000000,"9"
"28",215089.063800000003539,8520916.321000000461936,"0",551.633972200000017,9.182364140247568,"9"
"29",214919.437899999989895,8521524.133999999612570,"0",724.757019000000014,9.653401390361871,"9"
"30",214885.856700000003912,8522509.280999999493361,"0",859.731018100000028,9.158822124017785,"9"
"31",214852.282199999986915,8523494.425000000745058,"0",622.033019999999965,7.230917399425324,"9"
"32",214818.714399999997113,8524479.566999999806285,"2",476.765014600000086,9.062752453023197,"9"
"33",214785.153400000010151,8525464.706000000238419,"0",462.429992700000014,7.035160723872442,"9"
"34",214751.599099999992177,8526449.843000000342727,"0",488.541992200000038,7.535645509289623,"9"
"35",214718.051500000001397,8527434.976999999955297,"0",420.239013699999987,7.026118476837652,"9"
"36",214684.510600000008708,8528420.107999999076128,"0",412.190002399999969,7.033704805129576,"9"
"37",214650.976499999989755,8529405.236999999731779,"0",425.032012899999984,7.027908579111550,"9"
"38",214617.449200000002747,8530390.364000000059605,"2",392.717987100000016,9.052147989043780,"9"
"39",214583.928500000009080,8531375.487999999895692,"0",418.140991199999974,5.649155213280812,"9"
"40",216036.181299999996554,8518601.200999999418855,"0",928.952026400000022,4.279295696340755,"9"
"41",216079.888600000005681,8519584.892000000923872,"0",853.859008799999970,9.468641699905399,"9"
"42",216047.721599999989849,8520623.076999999582767,"0",640.469970700000090,9.517257105143770,"9"
"43",215934.606999999989057,8521557.350999999791384,"0",869.697021500000005,9.037247014927914,"9"
"44",215901.029500000004191,8522542.491000000387430,"0",857.257018999999900,9.091733103262634,"9"
"45",215867.458600000012666,8523527.627999998629093,"12",569.085998500000073,7.300140599620212,"9"
"46",215833.894499999994878,8524512.763000000268221,"2",673.437988299999915,7.278066845960715,"9"
"47",215800.337100000004284,8525497.894999999552965,"0",527.401977500000044,7.359967598981160,"9"
"48",215766.786300000007031,8526483.025000000372529,"0",470.821014399999967,9.273352444689460,"9"
"49",215733.242300000012619,8527468.152000000700355,"0",435.819000200000005,9.049398059758460,"9"
"50",215699.704999999987194,8528453.277000000700355,"0",423.877014200000019,7.060570775772522,"9"
"51",215666.174399999988964,8529438.399000000208616,"0",443.576995800000077,9.121972999158576,"9"
"52",215632.650499999988824,8530423.517999999225140,"0",474.824005100000022,9.327599867144595,"9"
"53",215599.133299999986775,8531408.635999999940395,"0",527.995971700000041,9.201155693920573,"9"
"54",217050.530599999998230,8518635.145999999716878,"0",1183.969970999999987,9.124505888360385,"9"
"55",217016.936799999995856,8519620.287999998778105,"0",1174.099975999999970,7.147565896663837,"9"
"56",216983.349599999986822,8520605.426000000908971,"0",1064.780029000000013,7.898382550178100,"9"
"57",216949.769100000004983,8521590.562000000849366,"0",1054.569946000000073,7.356550361444249,"9"
"58",216916.195199999987381,8522575.695000000298023,"0",891.307006799999954,7.430013236678455,"9"
"59",216882.627999999996973,8523560.825999999418855,"0",568.362976099999969,9.309606175848236,"9"
"60",216849.067500000004657,8524545.953999999910593,"0",814.887023900000031,7.065504071335353,"9"
"61",216815.513700000010431,8525531.078999999910593,"0",710.229003899999952,7.318156328802884,"9"
"62",216781.966500000009546,8526516.201999999582767,"0",565.312988299999915,9.268332527523938,"9"
"63",216748.426100000011502,8527501.322000000625849,"0",480.820007299999986,9.187435436683502,"9"
"64",216714.892300000006799,8528486.438999999314547,"0",590.333007800000019,9.533075048763166,"9"
"65",216681.365200000000186,8529471.554999999701977,"4",528.107971200000065,9.431110033070659,"9"
"66",216647.844799999991665,8530456.667000001296401,"0",641.020996100000048,9.509918243562140,"9"
"67",216614.331100000010338,8531441.777999999001622,"0",645.114990200000079,9.449416794730826,"9"
"68",218032.084399999992456,8519653.507000001147389,"0",1143.689941000000090,7.144096696297787,"9"
"69",217998.501000000018394,8520638.639000000432134,"0",1151.630004999999983,7.270195707435884,"9"
"70",217964.924100000003818,8521623.767000000923872,"0",1087.099975999999970,7.088581880954663,"9"
"71",217931.353899999987334,8522608.893999999389052,"0",947.135986300000013,7.876229463895180,"9"
"72",217897.790399999998044,8523594.017000000923872,"0",655.166992199999981,9.711695145540810,"9"
"73",217864.233500000002095,8524579.138000000268221,"0",801.505981399999882,9.780822886061303,"9"
"74",217830.683300000004238,8525564.257000001147389,"0",887.703979499999946,9.598991318129183,"9"
"75",217797.139800000004470,8526549.372999999672174,"0",929.921997100000112,9.505507095312453,"9"
"76",217763.602899999998044,8527534.485999999567866,"0",876.919982900000036,9.185604433049015,"9"
"77",217730.072600000014063,8528519.597000000998378,"0",682.812988299999915,9.342575647423898,"9"
"78",217696.548999999999069,8529504.705000000074506,"0",510.851013200000011,7.295639173537295,"9"
"79",217663.032000000006519,8530489.811000000685453,"0",571.021972700000106,9.088454761466602,"9"
"80",217629.521799999987707,8531474.913999998942018,"0",621.606994600000007,7.335989946287584,"9"
"81",218980.072199999995064,8521656.967000000178814,"0",1083.250000000000000,10.300230874546475,"9"
"82",218946.505700000008801,8522642.086000001057982,"0",695.137023900000031,9.337315133049270,"9"
"83",218912.945799999986775,8523627.202999999746680,"0",688.510009799999921,9.272925060375973,"9"
"84",218879.392599999991944,8524612.316999999806285,"0",1070.140014999999948,9.168073398474027,"9"
"85",218845.846000000019558,8525597.428999999538064,"0",1078.319946000000073,9.120106299134356,"9"
"86",218812.306000000011409,8526582.537999998778105,"0",1058.270019999999931,7.060316014820636,"9"
"87",218778.772599999996601,8527567.643999999389052,"0",947.216980000000035,8.271445548833654,"9"
"88",218745.245900000008987,8528552.747999999672174,"0",660.817993200000046,7.230316848624871,"9"
"89",218711.725799999985611,8529537.848999999463558,"0",684.080993700000136,7.319845046788156,"9"
"90",218678.212300000013784,8530522.947999998927116,"0",620.419006299999864,7.169804471370216,"9"
"91",218644.705500000010943,8531508.044999999925494,"0",579.708984399999963,7.166816295841527,"9"
"92",220062.358799999987241,8519719.927999999374151,"0",1115.920043999999962,7.166715310850719,"10"
"93",220028.782700000010664,8520705.046000000089407,"0",1124.099975999999970,9.214789589809580,"10"
"94",219995.213300000003073,8521690.161000000312924,"0",1133.219970999999987,9.166283811688341,"10"
"95",219961.650499999988824,8522675.273000000044703,"0",1120.099975999999970,9.102867064833053,"10"
"96",219928.094299999997020,8523660.382999999448657,"0",1083.920043999999962,9.132074490330336,"10"
"97",219894.544699999998556,8524645.491000000387430,"0",1079.239990000000034,7.746370821297891,"10"
"98",219861.001699999993434,8525630.595000000670552,"0",1054.959961000000021,9.144302935553128,"9"
"99",219827.465200000006007,8526615.697000000625849,"0",1035.410033999999996,7.077422811679522,"9"
"100",219793.935399999987567,8527600.797000000253320,"0",769.955993700000136,7.267851079048653,"9"
"101",219760.412199999991572,8528585.893999999389052,"0",680.924987799999940,7.322650559828339,"9"
"102",219726.895599999988917,8529570.987999999895692,"0",682.934997599999974,7.342128156409928,"9"
"103",219693.385600000008708,8530556.080000000074506,"0",684.172973600000091,7.223767756400973,"9"
"104",219659.882299999997485,8531541.169999999925494,"0",493.238006600000062,6.377243724635471,"9"
"105",221111.064400000002934,8518768.015000000596046,"0",1087.859985000000052,7.234818071449225,"10"
"106",221077.485500000009779,8519753.129000000655651,"0",1197.270019999999931,7.877080929998136,"10"
"107",221043.913200000009965,8520738.240000000223517,"0",1061.420043999999962,7.167623366129617,"10"
"108",221010.347500000003492,8521723.348999999463558,"0",1137.910033999999996,9.153087413183924,"10"
"109",220976.788399999990361,8522708.453999999910593,"0",1100.849975999999970,9.063723092149420,"10"
"110",220943.235799999994924,8523693.558000000193715,"0",1118.229980000000069,9.145281202342577,"10"
"111",220909.689799999992829,8524678.657999999821186,"0",1111.119995000000017,7.171538853616549,"10"
"112",220876.150400000013178,8525663.756000000983477,"0",851.447998000000098,7.557534828455944,"10"
"113",220842.617599999997765,8526648.850999999791384,"0",786.031005899999968,7.530925604757943,"10"
"114",220809.091300000000047,8527633.944000000134110,"0",672.153991700000006,7.440387034454602,"9"
"115",220775.571599999995669,8528619.033999999985099,"0",546.307983400000012,7.109619602186483,"9"
"116",220742.058500000013737,8529604.122000001370907,"0",617.456970200000001,7.391823070429759,"9"
"117",220708.551999999996042,8530589.207000000402331,"0",508.648986799999989,7.391207038377033,"9"
"118",220675.051999999996042,8531574.289999999105930,"0",463.510009800000034,4.674107306564078,"9"
"119",222159.762199999997392,8517816.107999999076128,"0",995.783996600000023,7.458278362535002,"10"
"120",222126.180599999992410,8518801.218000000342727,"0",675.317993200000046,7.938421712476719,"10"
"121",222092.605400000000373,8519786.324999999254942,"0",675.578002900000001,7.373866098910645,"10"
"122",222059.036900000006426,8520771.428999999538064,"0",1079.719970999999987,7.381721167857712,"10"
"123",222025.474900000001071,8521756.530999999493361,"0",959.918029799999999,7.880302779614992,"10"
"124",221991.919400000013411,8522741.630000000819564,"0",924.018005399999993,7.382215286413679,"10"
"125",221958.370400000014342,8523726.725999999791384,"0",741.655029299999910,9.227417024082474,"10"
"126",221924.828000000008615,8524711.820000000298023,"0",694.442016599999988,7.243622395668937,"10"
"127",221891.292199999996228,8525696.911000000312924,"0",597.380981399999882,7.436784132378833,"10"
"128",221857.762900000001537,8526681.998999999836087,"0",573.742004399999928,9.280131749054650,"10"
"129",221824.240300000004936,8527667.085000000894070,"0",459.596984899999939,9.413691838682219,"9"
"130",221790.724099999992177,8528652.168999999761581,"4",444.002990699999941,7.063929058695314,"9"
"131",221757.214500000001863,8529637.248999999836087,"0",441.058990500000050,7.108990878230132,"9"
"132",221723.711400000000140,8530622.327999999746680,"0",483.343994100000032,6.709904722073215,"9"
"133",221690.214999999996508,8531607.403999999165535,"3",413.208007800000019,3.007083638691286,"9"
"134",223174.867700000002515,8517849.311000000685453,"0",936.353027300000008,7.654599616732161,"10"
"135",223141.289900000003399,8518834.413999998942018,"0",636.487976099999969,7.233646860719489,"10"
"136",223107.718499999988126,8519819.515000000596046,"0",561.146972700000106,7.169575983898929,"10"
"137",223074.153599999990547,8520804.611999999731779,"0",624.916992199999981,7.480947577528242,"10"
"138",223040.595299999986310,8521789.707000000402331,"0",666.614990200000079,7.149877849662428,"10"
"139",223007.043499999999767,8522774.799000000581145,"0",664.060974100000067,7.055199264663699,"10"
"140",222973.498200000001816,8523759.889000000432134,"0",544.638000499999976,9.131762435396020,"10"
"141",222939.959399999992456,8524744.975999999791384,"0",476.980987500000026,7.091720210692306,"10"
"142",222906.427200000005541,8525730.060000000521541,"0",501.360992399999986,7.179836431472259,"10"
"143",222872.901500000007218,8526715.142000000923872,"0",471.540985100000000,7.196963045367704,"10"
"144",222839.382299999997485,8527700.221000000834465,"0",424.614013699999987,7.069404381512680,"10"
"145",222805.869700000010198,8528685.297000000253320,"0",409.437988299999972,5.365615019170166,"9"
"146",222772.363600000011502,8529670.370999999344349,"6",411.049011199999995,3.483140935753654,"9"
"147",222738.863999999972293,8530655.442999999970198,"3",401.305999799999995,1.000000000000000,"9"
"148",222705.371000000013737,8531640.512000000104308,"0",417.531005899999968,4.612953621885012,"9"
"149",224223.547099999996135,8516897.410000000149012,"0",654.203002900000001,9.472276143138792,"10"
"150",224189.966400000004796,8517882.508999999612570,"0",549.018005399999993,7.206329671513267,"10"
"151",224156.392300000006799,8518867.605000000447035,"0",735.729980500000011,7.164621071102680,"10"
"152",224122.824699999997392,8519852.698999999091029,"0",548.026000999999951,7.446126952058002,"10"
"153",224089.263500000000931,8520837.788999998942018,"0",541.984008799999970,7.352630898772734,"10"
"154",224055.708899999997811,8521822.877999998629093,"7",509.661010699999963,7.163986234790702,"10"
"155",224022.160700000007637,8522807.962999999523163,"0",484.106994600000064,7.359743747512782,"10"
"156",223988.619100000010803,8523793.046000000089407,"9",434.046997099999999,9.139398934349707,"10"
"157",223955.083899999997811,8524778.126000000163913,"0",426.333007799999962,7.117705188636269,"10"
"158",223921.555300000007264,8525763.202999999746680,"0",419.683013899999935,7.051601692604033,"10"
"159",223888.033100000000559,8526748.277999999001622,"0",415.196991000000025,5.452548941605418,"10"
"160",223854.517499999987194,8527733.350999999791384,"0",409.822997999999984,4.166947396347155,"10"
"161",223821.008399999991525,8528718.421000000089407,"0",392.018005399999936,2.794849763119517,"9"
"162",223787.505700000008801,8529703.487999999895692,"0",395.191009500000007,5.099095833440300,"9"
"163",223754.009699999995064,8530688.552999999374151,"3",414.101989699999990,6.039250238638372,"9"
"164",223720.520099999994272,8531673.615000000223517,"0",387.795013399999959,7.030032183763152,"9"
"165",225238.635199999989709,8516930.607999999076128,"0",925.125000000000000,9.648311343139216,"10"
"166",225205.058300000004238,8517915.699999999254942,"0",575.603027299999894,7.265933464041120,"10"
"167",225171.487900000007357,8518900.789999999105930,"0",546.369995099999983,9.088410798423840,"10"
"168",225137.923999999999069,8519885.877000000327826,"0",501.605011000000047,9.415187532277010,"10"
"169",225104.366600000008475,8520870.961000001057982,"4",471.739990199999966,9.027410551694610,"10"
"170",225070.815600000001723,8521856.042000001296401,"7",461.437988300000029,7.022015992664640,"10"
"171",225037.271100000012666,8522841.120999999344349,"5",442.529998799999987,7.042198413636269,"10"
"172",225003.733100000012200,8523826.197000000625849,"4",420.057006800000011,7.020274958450143,"10"
"173",224970.201600000000326,8524811.269999999552965,"0",405.166992199999981,6.704803939734155,"10"
"174",224936.676500000001397,8525796.341000000014901,"0",395.299987799999997,4.888818581566564,"10"
"175",224903.157999999995809,8526781.408999999985099,"2",393.671997100000056,2.869832479405032,"10"
"176",224869.645900000003166,8527766.474999999627471,"0",381.489013699999987,4.897218506006785,"10"
"177",224836.140199999994365,8528751.537999998778105,"0",375.420990000000018,6.648144908718597,"9"
"178",224802.641100000008009,8529736.598999999463558,"0",374.964996299999996,7.044962516794117,"9"
"179",224769.148500000010245,8530721.656999999657273,"0",382.654998799999987,7.055559802498393,"9"
"180",224735.662400000001071,8531706.712999999523163,"0",380.937011700000028,7.038977849730816,"9"
"181",226253.716400000004796,8516963.800000000745058,"0",922.172973599999978,9.292786573087332,"10"
"182",226220.143400000000838,8517948.885999999940395,"0",593.333007800000019,9.312746444906226,"10"
"183",226186.576800000009825,8518933.969000000506639,"0",483.157012899999984,7.039654641037767,"10"
"184",226153.016600000002654,8519919.049000000581145,"0",484.048004199999923,9.190873090354087,"10"
"185",226119.462900000013178,8520904.126000000163913,"0",453.055999799999995,9.037625327261701,"10"
"186",226085.915600000007544,8521889.200999999418855,"2",443.376007100000038,7.051295831162802,"10"
